,06/29/2020,06/30/2020,07/01/2020,Latitude,Longitude,Cluster,03/27/2020,03/28/2020,03/29/2020,03/30/2020,03/31/2020,04/01/2020,04/02/2020,04/03/2020,04/04/2020,04/05/2020,04/06/2020,04/07/2020,04/08/2020,04/09/2020,04/10/2020,04/11/2020,04/12/2020,04/13/2020,04/14/2020,04/15/2020,04/16/2020,04/17/2020,04/18/2020,04/19/2020,04/20/2020,04/21/2020,04/22/2020,04/23/2020,04/24/2020,04/25/2020,04/26/2020,04/27/2020,04/28/2020,04/29/2020,04/30/2020,05/01/2020,05/02/2020,05/03/2020,05/04/2020,05/05/2020,05/06/2020,05/07/2020,05/08/2020,05/09/2020,05/10/2020,05/11/2020,05/12/2020,05/13/2020,05/14/2020,05/15/2020,05/16/2020,05/17/2020,05/18/2020,05/19/2020,05/20/2020,05/21/2020,05/22/2020,05/23/2020,05/24/2020,05/25/2020,05/26/2020,05/27/2020,05/28/2020,05/29/2020,05/30/2020,05/31/2020,06/01/2020,06/02/2020,06/03/2020,06/04/2020,06/05/2020,06/06/2020,06/07/2020,06/08/2020,06/09/2020,06/10/2020,06/11/2020,06/12/2020,06/13/2020,06/14/2020,06/15/2020,06/16/2020,06/17/2020,06/18/2020,06/19/2020,06/20/2020,06/21/2020,06/22/2020,06/23/2020,06/24/2020,06/25/2020,06/26/2020,06/27/2020,06/28/2020
"Valinhos, SP",8.51439319467773,10.836500429589838,10.836500429589838,-22.97056,-46.99583,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7740357449707027,0.7740357449707027,0.7740357449707027,0.7740357449707027,2.3221072349121084,2.3221072349121084,2.3221072349121084,2.3221072349121084,2.3221072349121084,2.3221072349121084,2.3221072349121084,2.3221072349121084,2.3221072349121084,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,2.3221072349121084,2.3221072349121084,2.3221072349121084,2.3221072349121084,2.3221072349121084,2.3221072349121084,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.096142979882811,3.870178724853514,3.870178724853514,3.870178724853514,3.870178724853514,3.870178724853514,3.870178724853514,3.870178724853514,4.644214469824217,4.644214469824217,4.644214469824217,4.644214469824217,4.644214469824217,5.418250214794919,5.418250214794919,4.644214469824217,4.644214469824217,4.644214469824217,4.644214469824217,5.418250214794919,5.418250214794919,5.418250214794919,6.192285959765622,6.966321704736325,6.966321704736325,6.966321704736325,6.966321704736325,6.966321704736325,6.966321704736325,6.966321704736325,6.966321704736325,7.740357449707028,8.51439319467773,8.51439319467773,8.51439319467773
"Valparaíso, SP",15.105740181268882,15.105740181268882,18.882175226586103,-21.2237832,-50.8669778,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7764350453172204,3.7764350453172204,3.7764350453172204,3.7764350453172204,3.7764350453172204,3.7764350453172204,7.552870090634441,7.552870090634441,7.552870090634441,11.329305135951662,11.329305135951662,15.105740181268882,15.105740181268882,15.105740181268882,15.105740181268882,15.105740181268882,15.105740181268882,15.105740181268882,15.105740181268882,15.105740181268882,15.105740181268882,15.105740181268882
"Vargem Alegre, MG",0.0,0.0,0.0,-19.6070413,-42.2997922,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vargem Alta, ES",4.672460517708625,4.672460517708625,4.672460517708625,-20.6742303,-41.010615,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625,4.672460517708625
"Vargem Bonita, MG",0.0,0.0,0.0,-20.3282116,-46.3668419,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vargem Grande Paulista, SP",28.518736810084224,28.518736810084224,28.518736810084224,-23.599338,-47.022038,1,0.0,1.9012491206722815,1.9012491206722815,1.9012491206722815,1.9012491206722815,1.9012491206722815,1.9012491206722815,1.9012491206722815,1.9012491206722815,1.9012491206722815,1.9012491206722815,3.802498241344563,3.802498241344563,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,5.703747362016845,7.604996482689126,7.604996482689126,7.604996482689126,7.604996482689126,7.604996482689126,7.604996482689126,7.604996482689126,7.604996482689126,7.604996482689126,7.604996482689126,7.604996482689126,7.604996482689126,7.604996482689126,7.604996482689126,9.506245603361409,9.506245603361409,9.506245603361409,9.506245603361409,9.506245603361409,9.506245603361409,9.506245603361409,9.506245603361409,9.506245603361409,13.30874384470597,13.30874384470597,13.30874384470597,13.30874384470597,13.30874384470597,13.30874384470597,15.209992965378252,17.111242086050538,19.012491206722817,19.012491206722817,19.012491206722817,19.012491206722817,19.012491206722817,20.9137403273951,20.9137403273951,22.81498944806738,24.716238568739662,24.716238568739662,24.716238568739662,24.716238568739662,24.716238568739662,26.61748768941194,26.61748768941194,28.518736810084224,28.518736810084224
"Vargem Grande do Rio Pardo, MG",0.0,0.0,0.0,-15.402741500000001,-42.311440999999995,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vargem Grande do Sul, SP",0.0,0.0,0.0,-21.832194,-46.891286,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vargem, SP",9.490367277213629,9.490367277213629,9.490367277213629,-22.8902379,-46.414536600000005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629,9.490367277213629
"Varginha, MG",4.426149692382596,4.426149692382596,4.426149692382596,-21.5565914,-45.434067399999996,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,0.7376916153970994,1.4753832307941988,1.4753832307941988,1.4753832307941988,1.4753832307941988,1.4753832307941988,1.4753832307941988,1.4753832307941988,1.4753832307941988,1.4753832307941988,1.4753832307941988,2.213074846191298,2.213074846191298,2.213074846191298,2.213074846191298,2.213074846191298,2.9507664615883975,2.9507664615883975,2.9507664615883975,2.9507664615883975,2.9507664615883975,2.9507664615883975,2.9507664615883975,2.9507664615883975,2.9507664615883975,2.9507664615883975,2.9507664615883975,2.9507664615883975,2.9507664615883975,2.9507664615883975,3.6884580769854973,3.6884580769854973,3.6884580769854973,3.6884580769854973,3.6884580769854973,3.6884580769854973,3.6884580769854973,3.6884580769854973,4.426149692382596,4.426149692382596
"Varjão de Minas, MG",14.212620807276862,14.212620807276862,14.212620807276862,-18.3791473,-46.030627,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.212620807276862,14.212620807276862,14.212620807276862,14.212620807276862,14.212620807276862,14.212620807276862,14.212620807276862,14.212620807276862,14.212620807276862,14.212620807276862
"Varre-Sai, RJ",0.0,0.0,0.0,-20.930886899999997,-41.868577200000004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Varzelândia, MG",5.175983436853002,5.175983436853002,5.175983436853002,-15.701667,-44.027223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002,5.175983436853002
"Vassouras, RJ",35.23417172593235,35.23417172593235,35.23417172593235,-22.4040394,-43.663385299999995,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710320901994796,5.420641803989592,2.710320901994796,2.710320901994796,2.710320901994796,2.710320901994796,2.710320901994796,2.710320901994796,2.710320901994796,2.710320901994796,2.710320901994796,2.710320901994796,2.710320901994796,2.710320901994796,2.710320901994796,2.710320901994796,2.710320901994796,2.710320901994796,2.710320901994796,5.420641803989592,5.420641803989592,5.420641803989592,5.420641803989592,5.420641803989592,5.420641803989592,5.420641803989592,8.13096270598439,10.841283607979184,13.55160450997398,16.26192541196878,16.26192541196878,16.26192541196878,16.26192541196878,16.26192541196878,16.26192541196878,21.682567215958368,21.682567215958368,24.392888117953166,29.81352992194276,29.81352992194276,29.81352992194276,29.81352992194276,29.81352992194276,29.81352992194276,29.81352992194276,29.81352992194276,32.52385082393756,35.23417172593235,35.23417172593235,35.23417172593235,35.23417172593235,35.23417172593235,35.23417172593235,35.23417172593235,35.23417172593235,35.23417172593235,35.23417172593235,35.23417172593235,35.23417172593235,35.23417172593235
"Vazante, MG",0.0,0.0,0.0,-17.9896107,-46.9003899,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Venda Nova do Imigrante, ES",7.912331368437711,7.912331368437711,11.868497052656565,-20.3325787,-41.129584200000004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9561656842188553,3.9561656842188553,3.9561656842188553,3.9561656842188553,3.9561656842188553,3.9561656842188553,3.9561656842188553,3.9561656842188553,3.9561656842188553,7.912331368437711,7.912331368437711,7.912331368437711,7.912331368437711,7.912331368437711,7.912331368437711,7.912331368437711,7.912331368437711,7.912331368437711,7.912331368437711,7.912331368437711,7.912331368437711
"Vera Cruz, SP",0.0,0.0,0.0,-22.2212638,-49.824302100000004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Verdelândia, MG",0.0,0.0,0.0,-15.5926259,-43.608469799999995,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Veredinha, MG",0.0,0.0,0.0,-17.3945837,-42.7383934,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vermelho Novo, MG",0.0,0.0,0.0,-20.0291995,-42.259458834375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Veríssimo, MG",0.0,0.0,0.0,-19.6680818,-48.308771,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vespasiano, MG",1.567385835534204,1.567385835534204,1.567385835534204,-19.694095800000003,-43.9186521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.783692917767102,0.783692917767102,0.783692917767102,0.783692917767102,0.783692917767102,0.783692917767102,0.783692917767102,0.783692917767102,0.783692917767102,0.783692917767102,0.783692917767102,0.783692917767102,0.783692917767102,0.783692917767102,0.783692917767102,0.783692917767102,0.783692917767102,0.783692917767102,1.567385835534204,1.567385835534204,1.567385835534204
"Viana, ES",51.125397819501785,51.125397819501785,51.125397819501785,-20.3914471,-40.496658700000005,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2781349454875446,1.2781349454875446,1.2781349454875446,1.2781349454875446,1.2781349454875446,1.2781349454875446,1.2781349454875446,1.2781349454875446,1.2781349454875446,1.2781349454875446,2.556269890975089,2.556269890975089,2.556269890975089,3.8344048364626335,3.8344048364626335,3.8344048364626335,3.8344048364626335,3.8344048364626335,3.8344048364626335,3.8344048364626335,3.8344048364626335,3.8344048364626335,3.8344048364626335,3.8344048364626335,3.8344048364626335,3.8344048364626335,5.112539781950178,5.112539781950178,5.112539781950178,6.390674727437723,6.390674727437723,8.946944618412811,10.225079563900357,10.225079563900357,10.225079563900357,11.503214509387902,11.503214509387902,11.503214509387902,11.503214509387902,11.503214509387902,11.503214509387902,14.059484400362992,15.337619345850534,15.337619345850534,16.615754291338078,16.615754291338078,17.893889236825622,19.17202418231317,19.17202418231317,19.17202418231317,20.450159127800713,23.006429018775805,24.28456396426335,25.562698909750893,26.840833855238436,28.118968800725984,29.397103746213524,29.397103746213524,31.953373637188616,34.50964352816371,35.787778473651244,37.065913419138795,39.62218331011388,43.456588146576514,44.73472309206406,44.73472309206406,46.01285803755161,47.290992983039146,48.5691279285267,48.5691279285267,48.5691279285267,48.5691279285267,48.5691279285267,51.125397819501785
"Vieiras, MG",0.0,0.0,0.0,-20.8651165,-42.2448518,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vila Pavão, ES",0.0,0.0,0.0,-18.6191731,-40.604362200000004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
